frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming
0,0,949.53751,569.025802,806.881226,717.976318,1099.435669,713.192017,1091.721558,420.568359,800.057312,425.261566,55.6415,0
1,0,949.541958,568.958061,806.818359,717.919983,1099.42627,713.110596,1091.692505,420.594238,800.075562,425.207458,55.0469,0
2,0,949.506221,568.900105,806.803894,717.825745,1099.382202,713.080994,1091.694214,420.51123,800.065186,425.137634,55.3987,0
3,0,949.556403,568.824637,806.874023,717.76355,1099.4021,712.980774,1091.668701,420.480804,800.001648,424.948395,54.91,0
4,0,949.508773,568.781096,806.801331,717.726196,1099.43042,713.030762,1091.686157,420.389221,800.060608,424.987,55.539,0
5,0,949.524783,568.768065,806.84668,717.688721,1099.4552,712.997742,1091.639404,420.435547,800.045227,424.972107,55.1884,0
6,0,949.538722,568.741175,806.824707,717.667847,1099.455933,712.951965,1091.71106,420.379761,800.042419,424.935272,55.1815,0
7,0,949.52721,568.690481,806.826172,717.62085,1099.450439,712.920349,1091.663086,420.349945,800.048462,424.888214,55.0213,0
8,0,949.514693,568.716075,806.7677,717.676514,1099.430542,712.980774,1091.667603,420.37558,800.04718,424.882813,55.4476,0
9,0,949.521447,568.829253,806.774414,717.854309,1099.416138,713.03125,1091.640869,420.459412,800.045715,425.030304,55.0859,0
10,0,949.557,568.960054,806.839233,717.887024,1099.386963,713.116272,1091.702148,420.630615,800.051453,425.115967,55.6716,0
11,0,949.513119,568.969311,806.849243,717.859619,1099.402832,713.16687,1091.709595,420.566803,800.006714,425.140503,55.7041,0
12,0,949.586367,568.92297,806.891418,717.860352,1099.443115,713.08551,1091.733643,420.55722,800.070679,425.088531,55.6656,0
13,0,949.578165,568.945149,806.884399,717.89502,1099.47229,713.181641,1091.715698,420.575897,800.096924,425.105957,55.7386,0
14,0,949.61255,569.130514,806.939941,718.057007,1099.472412,713.313049,1091.734741,420.778564,800.083191,425.265961,54.5621,0
15,0,949.634544,569.31181,806.923523,718.23645,1099.374756,713.434448,1091.776611,420.980896,800.087341,425.374939,55.4094,0
16,0,949.609785,569.369979,806.80719,718.340393,1099.424805,713.613342,1091.675293,421.168488,800.124695,425.444275,55.4695,0
17,0,949.587579,569.43608,806.794556,718.345642,1099.384888,713.648682,1091.683472,421.25351,800.082825,425.505127,55.225,0
18,0,949.585575,569.44572,806.788025,718.294861,1099.376831,713.710144,1091.726318,421.281219,800.118103,425.493134,55.5054,0
19,0,949.603611,569.429029,806.878296,718.278564,1099.461792,713.709961,1091.695312,421.240295,800.09198,425.48175,54.886,0
